,age,default,balance,housing,loan,duration,campaign,pdays,previous,y,unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,secondary,tertiary,married,single
1068,39.0,0,14.0,1,1,19.0,9.0,-1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1069,45.0,0,7108.0,1,1,53.0,1.0,172.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
1070,36.0,0,1049.0,1,0,224.0,4.0,-1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1071,38.0,0,0.0,1,0,57.0,5.0,349.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1072,36.0,0,419.0,1,0,251.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1073,30.0,0,726.0,1,0,39.0,1.0,342.0,3.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1074,28.0,0,594.0,1,1,54.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0
1075,26.0,0,454.0,1,1,28.0,18.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0
1076,54.0,0,2206.0,0,0,104.0,1.0,99.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0
1077,38.0,0,1988.0,0,0,164.0,2.0,130.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1078,32.0,0,0.0,0,0,268.0,2.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1
1079,50.0,0,202.0,0,1,148.0,1.0,-1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
1080,43.0,0,667.0,1,0,228.0,3.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1081,48.0,0,112.0,0,0,139.0,5.0,-1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1082,57.0,0,50.0,0,0,89.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1083,64.0,0,768.0,0,0,250.0,2.0,182.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1084,26.0,0,74.0,1,0,106.0,6.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
1085,33.0,0,661.0,1,0,968.0,1.0,-1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1086,50.0,0,3025.0,0,1,168.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0
1087,47.0,0,751.0,0,0,408.0,14.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0
1088,39.0,0,416.0,0,0,56.0,4.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1089,52.0,0,14.0,0,1,55.0,5.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0
1090,31.0,0,-502.0,1,0,76.0,4.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
1091,50.0,0,0.0,0,0,72.0,5.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1092,47.0,0,599.0,1,0,99.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0
1093,30.0,0,-218.0,1,0,13.0,15.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1094,32.0,0,1012.0,0,0,178.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1
1095,36.0,0,300.0,0,0,287.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0
1096,46.0,0,217.0,1,0,141.0,1.0,346.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0
1097,45.0,0,2096.0,0,0,127.0,1.0,100.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
1098,37.0,0,0.0,0,0,69.0,2.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
1099,58.0,0,5278.0,1,0,763.0,4.0,-1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1100,59.0,0,1831.0,0,0,122.0,1.0,92.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1101,28.0,0,1480.0,1,0,143.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1102,48.0,0,7289.0,1,0,316.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1103,55.0,0,1665.0,0,0,89.0,2.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1104,37.0,0,851.0,1,0,151.0,1.0,352.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
1105,41.0,0,2885.0,0,0,40.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1106,35.0,0,137.0,0,1,5.0,1.0,808.0,12.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1107,34.0,0,1239.0,1,0,90.0,1.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1108,43.0,0,146.0,0,0,50.0,1.0,113.0,5.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1109,59.0,0,1.0,0,0,159.0,2.0,378.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0
1110,50.0,0,-10.0,0,1,369.0,6.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1111,37.0,0,480.0,0,0,344.0,2.0,182.0,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0
1112,35.0,0,2789.0,1,0,256.0,2.0,94.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0
1113,50.0,0,3897.0,0,0,298.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
1114,36.0,0,487.0,0,1,268.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
1115,41.0,0,5110.0,1,0,231.0,1.0,-1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1116,28.0,0,318.0,1,0,4.0,4.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1117,42.0,0,-411.0,1,0,78.0,5.0,292.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1
1118,60.0,0,4820.0,0,0,419.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1119,28.0,0,4937.0,1,0,421.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1120,48.0,0,725.0,0,1,105.0,1.0,-1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1121,51.0,0,5403.0,0,0,42.0,1.0,-1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1122,32.0,0,4089.0,0,0,114.0,7.0,287.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0
1123,35.0,0,188.0,0,0,286.0,2.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0
1124,37.0,0,189.0,0,0,238.0,1.0,107.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0
1125,38.0,0,2998.0,1,0,91.0,1.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
1126,77.0,0,610.0,0,0,766.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1127,32.0,0,787.0,0,0,92.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1128,43.0,0,167.0,0,0,211.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
1129,36.0,0,243.0,1,0,160.0,2.0,360.0,3.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1130,29.0,0,877.0,0,0,166.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1131,32.0,0,2817.0,1,0,195.0,1.0,-1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1132,41.0,0,4567.0,1,1,106.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
1133,26.0,0,127.0,1,1,85.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1
1134,34.0,0,176.0,0,0,78.0,1.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1135,57.0,0,0.0,1,1,648.0,1.0,-1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1136,36.0,0,1482.0,1,0,177.0,2.0,174.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1
1137,42.0,0,3052.0,1,0,32.0,1.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1138,35.0,0,56.0,0,0,24.0,12.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
1139,52.0,0,278.0,1,0,688.0,2.0,-1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1140,36.0,0,3875.0,1,0,21.0,5.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1141,46.0,0,-337.0,1,0,112.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0
1142,60.0,0,366.0,0,0,593.0,1.0,-1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
1143,57.0,0,501.0,1,1,59.0,2.0,-1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1144,48.0,0,998.0,1,0,121.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1145,59.0,0,0.0,1,0,97.0,2.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0
1146,39.0,0,246.0,0,0,86.0,2.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1147,44.0,0,-182.0,1,1,10.0,10.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1148,27.0,0,446.0,0,0,205.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1149,59.0,0,1173.0,0,0,77.0,2.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1150,36.0,0,5957.0,1,0,138.0,2.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
1151,44.0,0,205.0,0,0,289.0,1.0,-1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1152,50.0,0,0.0,0,0,86.0,4.0,-1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1153,41.0,0,369.0,1,0,9.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
1154,47.0,0,1934.0,0,1,225.0,1.0,364.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1155,32.0,0,259.0,0,0,407.0,4.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1
1156,38.0,0,284.0,1,1,1030.0,6.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1157,55.0,0,23.0,0,0,123.0,2.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1158,38.0,0,1373.0,0,0,119.0,4.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1159,31.0,0,62.0,1,0,175.0,1.0,293.0,5.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1160,38.0,0,157.0,0,0,299.0,5.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
1161,29.0,0,991.0,0,0,563.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1
1162,55.0,0,186.0,1,1,241.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0
1163,35.0,0,977.0,1,0,52.0,4.0,91.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0
1164,40.0,0,2893.0,0,0,76.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1
1165,34.0,0,1897.0,1,1,441.0,1.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1166,32.0,0,5514.0,0,0,319.0,1.0,182.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1
1167,33.0,0,889.0,1,0,13.0,1.0,373.0,6.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1168,33.0,0,273.0,1,0,803.0,1.0,-1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1169,37.0,0,1193.0,0,0,396.0,2.0,-1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1170,58.0,0,2729.0,0,0,188.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1171,36.0,0,0.0,0,0,637.0,1.0,-1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1172,42.0,0,230.0,1,0,175.0,7.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1173,34.0,0,2729.0,1,0,945.0,1.0,139.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
1174,35.0,0,317.0,1,0,162.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1175,60.0,0,517.0,0,0,1178.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1176,50.0,0,-470.0,1,0,506.0,2.0,170.0,3.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1177,28.0,0,4579.0,0,0,409.0,2.0,-1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,1
1178,27.0,0,1.0,1,0,116.0,3.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
1179,37.0,0,5106.0,0,0,244.0,1.0,-1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1180,31.0,0,636.0,1,0,352.0,4.0,-1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0
1181,34.0,0,1076.0,0,0,152.0,1.0,182.0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0
1182,38.0,0,126.0,1,0,164.0,2.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1183,32.0,0,-33.0,1,0,234.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0
1184,37.0,0,430.0,0,0,154.0,4.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0
1185,33.0,0,-6.0,1,0,566.0,2.0,-1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1186,71.0,0,383.0,0,0,327.0,2.0,183.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0
1187,27.0,0,130.0,1,0,265.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0
1188,38.0,0,2569.0,0,0,172.0,1.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1189,34.0,0,201.0,0,0,257.0,2.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
1190,54.0,0,0.0,0,0,618.0,1.0,-1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
1191,30.0,0,6.0,1,0,241.0,3.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1192,35.0,0,475.0,0,1,936.0,4.0,-1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1193,33.0,0,706.0,1,0,329.0,1.0,322.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1194,36.0,0,1825.0,1,0,24.0,1.0,346.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1195,59.0,0,185.0,0,0,177.0,5.0,138.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0
1196,72.0,0,4415.0,0,0,120.0,1.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1197,64.0,0,679.0,0,0,135.0,3.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1198,53.0,0,320.0,0,0,175.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0
1199,35.0,0,2988.0,1,0,179.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1200,58.0,0,1407.0,1,0,58.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0
1201,40.0,0,1270.0,0,0,342.0,2.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0
1202,41.0,0,654.0,1,0,139.0,2.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0
1203,48.0,0,5173.0,1,0,88.0,8.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1204,44.0,0,3463.0,1,1,210.0,3.0,-1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1205,39.0,0,0.0,0,0,731.0,1.0,193.0,3.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1206,61.0,0,6016.0,0,0,670.0,3.0,-1.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1207,36.0,0,177.0,1,0,63.0,5.0,-1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1208,28.0,0,3694.0,0,1,70.0,2.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1209,58.0,0,1640.0,0,1,72.0,6.0,274.0,4.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1210,60.0,0,174.0,1,0,241.0,1.0,364.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
1211,66.0,0,10177.0,0,0,272.0,4.0,-1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1212,36.0,0,490.0,0,0,207.0,8.0,98.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1213,49.0,0,2576.0,1,0,64.0,6.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0
1214,40.0,0,0.0,0,0,543.0,2.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,1,0
1215,23.0,0,598.0,0,0,166.0,1.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,1
1216,29.0,0,15459.0,0,0,245.0,3.0,97.0,7.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1217,44.0,0,271.0,1,1,94.0,1.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1218,54.0,0,2508.0,0,0,34.0,8.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1219,47.0,0,320.0,0,0,203.0,2.0,-1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1220,33.0,0,640.0,0,0,318.0,1.0,-1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1221,30.0,0,1772.0,1,0,158.0,4.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0
1222,27.0,0,15.0,0,1,177.0,1.0,-1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1223,49.0,0,2370.0,1,1,56.0,1.0,103.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
1224,27.0,0,201.0,1,0,172.0,2.0,-1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1
